,Palabra,Entidad,Empresa,Apariciones
46760,parlante,0,Alkosto,1
46761,parlamento,0,Vanti,1
46762,periodista,0,Nequi,1
46763,obras,0,Grupo Exito,1
46764,parlamento,0,Terpel,1
46765,parlamento,0,Promigas,1
46766,paro,0,ETB,1
46767,paro,0,Ecopetrol,1
46768,paro,0,Grupo Argos,1
46769,municipio,0,ETB,1
46770,parody,0,Nequi,1
46771,perillas,0,Vanti,1
46772,periodismo,0,Cencosud,1
46773,minoristas,0,Alkosto,1
46774,mostrado,0,D1,1
46775,obregón,0,Alkosto,1
46776,obras,0,Vanti,1
46777,periodismo,0,Davivienda,1
46778,mentiras,0,Grupo AVAL,1
46779,periodismo,0,Falabella,1
46780,periodismo,0,Grupo Sura,1
46781,obras,0,Terpel,1
46782,minoristas,0,Cencosud,1
46783,paro,0,Sodimac,1
46784,paro,0,Grupo Sura,1
46785,periodismo,0,Vanti,1
46786,observa,0,Credibanco,1
46787,mentor,0,Sodimac,1
46788,mentora,0,Vanti,1
46789,municipales,0,ETB,1
46790,perfilaba,0,Grupo Exito,1
46791,mostramos,0,D1,1
46792,parque,0,Nequi,1
46793,observado,0,Sodimac,1
46794,perfilarse,0,Promigas,1
46795,observado,0,ETB,1
46796,parque,0,Itau,1
46797,municipal,0,Terpel,1
46798,municipales,0,AES chivor,1
46799,orbito,0,Terpel,1
46800,perfiles,0,BBVA,1
46801,parque,0,Grupo Sura,1
46802,parque,0,Grupo Exito,1
46803,perfiles,0,Credibanco,1
46804,minorista,0,Alkosto,1
46805,mostrador,0,D1,1
46806,municipales,0,Claro,1
46807,observado,0,Vanti,1
46808,perfilaba,0,Grupo Argos,1
46809,mostramos,0,ETB,1
46810,observadores,0,BBVA,1
46811,parqueadero,0,Grupo AVAL,1
46812,orbital,0,Alkosto,1
46813,ministros,0,Promigas,1
46814,minjusticia,1,Grupo Exito,1
46815,mercaderes,0,Itau,1
46816,perfil,0,Grupo Exito,1
46817,perfil,0,Grupo Sura,1
46818,parqueadero,0,Enel,1
46819,minminas,0,Ecopetrol,1
46820,perfil,0,Promigas,1
46821,orbital,0,Caracol,1
46822,perfil,0,Vanti,1
46823,observador,0,Grupo Exito,1
46824,observador,0,Bancolombia,1
46825,perfila,0,Promigas,1
46826,mostramos,0,Grupo AVAL,1
46827,parque,0,Grupo AVAL,1
46828,municipales,0,Itau,1
46829,mentores,0,Grupo Exito,1
46830,observado,0,Bancolombia,1
46831,meramente,0,Nequi,1
46832,observaciones,0,Alkosto,1
46833,observaban,0,Caracol,1
46834,parque,0,BBVA,1
46835,observa,0,Itau,1
46836,mera,0,Terpel,1
46837,municipio,0,AES chivor,1
46838,minorista,0,Ecopetrol,1
46839,menú,0,Grupo Sura,1
46840,menú,0,Credibanco,1
46841,menudita,0,Claro,1
46842,mentorías,0,Bancolombia,1
46843,observa,0,Grupo AVAL,1
46844,observa,0,Falabella,1
46845,observa,0,ETB,1
46846,mentoría,0,Grupo Exito,1
46847,mentores,0,Vanti,1
46848,observaciones,0,ETB,1
46849,parque,0,Cencosud,1
46850,observaciones,0,Vanti,1
46851,mercadeo,0,Bancolombia,1
46852,municipales,0,Nequi,1
46853,observado,0,Alkosto,1
46854,minorista,0,BBVA,1
46855,mercadeo,0,D1,1
46856,observada,0,Grupo Sura,1
46857,mercadeo,0,Cencosud,1
46858,observada,0,Ecopetrol,1
46859,observación,0,Vanti,1
46860,observación,0,Bancolombia,1
46861,parque,0,ETB,1
46862,parque,0,Davivienda,1
46863,observación,0,Enel,1
46864,parque,0,Claro,1
46865,mostrado,0,Vanti,1
46866,observación,0,Davivienda,1
46867,observación,0,Caracol,1
46868,necesarios,0,Terpel,1
46869,aaron,0,Sodimac,1
46870,podio,0,Terpel,1
46871,síntomas,0,D1,1
46872,sódico,0,Sodimac,1
46873,sódica,0,Sodimac,1
46874,sísmica,0,Ecopetrol,1
46875,síntomas,0,Sodimac,1
46876,síntomas,0,Promigas,1
46877,síntomas,0,Nequi,1
46878,síntomas,0,Grupo Exito,1
46879,síntomas,0,Davivienda,1
46880,síntomas,0,BBVA,1
46881,síntesis,0,Claro,1
46882,síntoma,0,Vanti,1
46883,síntoma,0,Grupo Argos,1
46884,síntoma,0,Enel,1
46885,síntoma,0,D1,1
46886,síntoma,0,Caracol,1
46887,síntesis,0,Terpel,1
46888,síntesis,0,Grupo AVAL,1
46889,síntesis,0,Falabella,1
46890,sólida,0,Claro,1
46891,sólida,0,D1,1
46892,sólida,0,ETB,1
46893,sólida,0,Enel,1
46894,súbitamente,0,D1,1
46895,súbita,0,Caracol,1
46896,sósima,0,Sodimac,1
46897,sónicos,0,Terpel,1
46898,sónico,0,Terpel,1
46899,sólidos,0,Promigas,1
46900,sólidos,0,Grupo Argos,1
46901,sólidos,0,ETB,1
46902,sólidos,0,Bancolombia,1
46903,sólido,0,Terpel,1
46904,sólido,0,Grupo Sura,1
46905,sólido,0,Grupo Argos,1
46906,sólido,0,BBVA,1
46907,sólidas,0,Terpel,1
46908,sólidas,0,Sodimac,1
46909,sólidas,0,Ecopetrol,1
46910,sólidas,0,BBVA,1
46911,síntesis,0,ETB,1
46912,síndrome,0,Itau,1
46913,talla,0,ETB,1
46914,sánchez,0,Itau,1
46915,séptima,0,Terpel,1
46916,séptima,0,Ecopetrol,1
46917,séptima,0,ETB,1
46918,séptima,0,Alkosto,1
46919,sénior,0,Enel,1
46920,sánitas,0,Cencosud,1
46921,sánchez,1,Grupo AVAL,1
46922,sánchez,0,Terpel,1
46923,sánchez,0,Grupo Sura,1
46924,símbolos,0,Terpel,1
46925,sánchez,0,Claro,1
46926,sánchez,0,Caracol,1
46927,sálvame,0,Falabella,1
46928,sádicos,0,Sodimac,1
46929,sábanas,0,Sodimac,1
46930,sábana,0,Davivienda,1
46931,sábados,0,Sodimac,1
46932,sábados,0,Nequi,1
46933,séptima,0,Vanti,1
46934,séptimo,0,Bancolombia,1
46935,séptimo,0,Cencosud,1
46936,séptimo,0,Grupo Argos,1
46937,símbolos,0,Promigas,1
46938,símbolos,0,Itau,1
46939,símbolos,0,Falabella,1
46940,símbolos,0,D1,1
46941,símbolos,0,Alkosto,1
46942,símbolo,0,Terpel,1
46943,símbolo,0,Nequi,1
46944,símbolo,0,Itau,1
46945,símbolo,0,Grupo Sura,1
46946,símbolo,0,Falabella,1
46947,símbolo,0,D1,1
46948,símbolo,0,Cencosud,1
46949,símbolo,0,Caracol,1
46950,sílabas,0,Sodimac,1
46951,sílaba,0,Sodimac,1
46952,sésamo,0,Cencosud,1
46953,séptuple,0,Terpel,1
46954,súbitas,0,Sodimac,1
46955,súbitos,0,Sodimac,1
46956,súper,0,Cencosud,1
46957,tajante,0,Nequi,1
46958,talento,0,Cencosud,1
46959,talara,1,Promigas,1
46960,talanquera,0,D1,1
46961,talaigua,0,D1,1
46962,talabot,0,Falabella,1
46963,tala,0,Caracol,1
46964,tajo,0,Grupo AVAL,1
46965,tajantemente,0,BBVA,1
46966,tajante,0,Grupo AVAL,1
46967,súper,0,Claro,1
46968,tajante,0,Bancolombia,1
46969,tajante,0,Alkosto,1
46970,tajani,0,Enel,1
46971,tajada,0,D1,1
46972,tajada,0,Credibanco,1
46973,taiwán,1,Vanti,1
46974,taiwán,1,Grupo AVAL,1
46975,taiwanésdespués,0,Grupo AVAL,1
46976,talento,0,Credibanco,1
46977,talento,0,D1,1
46978,talento,0,Grupo AVAL,1
46979,talento,0,Terpel,1
46980,talla,0,Claro,1
46981,talisman,0,Cencosud,1
46982,talese,0,Falabella,1
46983,tales,0,Vanti,1
46984,tales,0,Itau,1
46985,tales,0,Grupo Exito,1
46986,tales,0,D1,1
46987,tales,0,Claro,1
46988,tales,0,Alkosto,1
46989,talero,0,Grupo Argos,1
46990,talentosquebrillan,0,Enel,1
46991,talentosos,0,Alkosto,1
46992,talentoso,0,Caracol,1
46993,talentos,0,Enel,1
46994,talentos,0,Ecopetrol,1
46995,talentos,0,ETB,1
46996,talentos,0,Alkosto,1
46997,taiwanés,0,Grupo AVAL,1
46998,taiwanesas,0,Grupo AVAL,1
46999,taiwanesa,0,Grupo AVAL,1
47000,tableta,0,Bancolombia,1
47001,tablero,0,Grupo Argos,1
47002,tablero,0,ETB,1
47003,tablero,0,Bancolombia,1
47004,tablas,0,Nequi,1
47005,tablas,0,Enel,1
47006,tablas,0,BBVA,1
47007,tabla,0,ETB,1
47008,tabla,0,Credibanco,1
47009,tabla,0,Claro,1
47010,tabla,0,Caracol,1
47011,tabla,0,BBVA,1
47012,taberna,0,Falabella,1
47013,tabasco,0,Itau,1
47014,tabak,0,Enel,1
47015,tabaco,0,Itau,1
47016,súperpoderosa,0,Claro,1
47017,súper,0,Itau,1
47018,tablet,0,BBVA,1
47019,tableta,0,Terpel,1
47020,tainted,0,Grupo AVAL,1
47021,tablets,0,Caracol,1
47022,tailandia,1,Terpel,1
47023,tailandia,1,Nequi,1
47024,taguaira,1,Sodimac,1
47025,tags,0,Credibanco,1
47026,tafur,0,Caracol,1
47027,tadeo,0,Itau,1
47028,tacto,0,Grupo Exito,1
47029,tacto,0,Enel,1
47030,tacos,0,Falabella,1
47031,taco,0,Falabella,1
47032,tacita,0,Ecopetrol,1
47033,tachó,0,Sodimac,1
47034,tachonados,0,ETB,1
47035,tabú,0,Sodimac,1
47036,tabot,1,Itau,1
47037,tablóides,0,Claro,1
47038,tabloides,0,Cencosud,1
47039,sábados,0,Itau,1
47040,sábados,0,Grupo Sura,1
47041,sábados,0,Grupo Exito,1
47042,suspensión,0,Grupo Exito,1
47043,suspenso,0,Sodimac,1
47044,suspenso,0,Promigas,1
47045,suspenso,0,Grupo Argos,1
47046,suspenso,0,Bancolombia,1
47047,suspensión,0,Sodimac,1
47048,suspensión,0,Promigas,1
47049,suspensión,0,Itau,1
47050,suspensión,0,Grupo Sura,1
47051,suspensión,0,Grupo AVAL,1
47052,sustancialmente,0,D1,1
47053,suspensión,0,Enel,1
47054,suspensión,0,Bancolombia,1
47055,suspensión,0,Alkosto,1
47056,suspensiones,0,Grupo Sura,1
47057,suspendió,0,Vanti,1
47058,suspendió,0,Falabella,1
47059,suspendió,0,Enel,1
47060,suspendió,0,ETB,1
47061,suspenso,0,Terpel,1
47062,suspicaz,0,Claro,1
47063,suspiros,0,Enel,1
47064,sussy,0,Grupo Argos,1
47065,sustanciales,0,ETB,1
47066,sustanciales,0,BBVA,1
47067,sustanciales,0,Alkosto,1
47068,sustancial,0,Itau,1
47069,sustancial,0,Grupo Sura,1
47070,sustancial,0,Ecopetrol,1
47071,sustancial,0,Credibanco,1
47072,sustancial,0,Bancolombia,1
47073,sustancial,0,Alkosto,1
47074,sustancial,0,AES chivor,1
47075,sustancia,0,Terpel,1
47076,sustancia,0,Grupo Exito,1
47077,sustancia,0,Falabella,1
47078,sustancia,0,Enel,1
47079,sustancia,0,Claro,1
47080,sustancia,0,Alkosto,1
47081,sustainability,0,Grupo AVAL,1
47082,suspendió,0,Credibanco,1
47083,suspendió,0,Caracol,1
47084,suspendió,0,Alkosto,1
47085,suspende,0,Promigas,1
47086,suspende,0,Claro,1
47087,suspende,0,Bancolombia,1
47088,suspendan,0,Vanti,1
47089,suspenda,0,Ecopetrol,1
47090,susi,0,Credibanco,1
47091,sushi,0,Vanti,1
47092,suscríbase,0,Falabella,1
47093,suscríbase,0,Davivienda,1
47094,suscríbase,0,D1,1
47095,suscritos,0,Vanti,1
47096,suscritos,0,Ecopetrol,1
47097,suscrito,0,Vanti,1
47098,suscrito,0,ETB,1
47099,suscrito,0,Claro,1
47100,suscriptores,0,Vanti,1
47101,suscriptores,0,Nequi,1
47102,suscriptores,0,Grupo Argos,1
47103,suspende,0,Falabella,1
47104,suspendemos,0,Caracol,1
47105,suspendieron,0,Ecopetrol,1
47106,suspenden,0,Ecopetrol,1
47107,suspendieron,0,Caracol,1
47108,suspendidos,0,Grupo AVAL,1
47109,suspendidos,0,Falabella,1
47110,suspendido,0,Grupo Exito,1
47111,suspendido,0,Ecopetrol,1
47112,suspendido,0,Caracol,1
47113,suspendido,0,Bancolombia,1
47114,suspendidas,0,Caracol,1
47115,suspenderá,0,Vanti,1
47116,suspenderá,0,Sodimac,1
47117,suspenderse,0,Vanti,1
47118,suspenderlas,0,Alkosto,1
47119,suspender,0,Grupo AVAL,1
47120,suspender,0,Falabella,1
47121,suspender,0,Davivienda,1
47122,suspender,0,Bancolombia,1
47123,suspenden,0,Enel,1
47124,sustancialmente,0,Claro,1
47125,sustancialmente,0,Itau,1
47126,sábados,0,Falabella,1
47127,suárez,1,Bancolombia,1
47128,swiss,0,Alkosto,1
47129,swift,1,Vanti,1
47130,sweet,0,Grupo Exito,1
47131,swann,1,Sodimac,1
47132,swank,0,Claro,1
47133,suárezcreges,0,Grupo Sura,1
47134,suárez,1,Grupo Argos,1
47135,suárez,1,Enel,1
47136,suárez,0,Sodimac,1
47137,sustancialmente,0,Terpel,1
47138,suárez,0,Grupo Sura,1
47139,suárez,0,Grupo Exito,1
47140,suárez,0,Enel,1
47141,suárez,0,Claro,1
47142,suárez,0,Caracol,1
47143,suárez,0,Bancolombia,1
47144,suán,0,Sodimac,1
47145,suzuki,1,D1,1
47146,swiss,0,Grupo Sura,1
47147,switch,0,Credibanco,1
47148,switch,0,Terpel,1
47149,sybilla,0,Falabella,1
47150,sábados,0,Credibanco,1
47151,sábados,0,Cencosud,1
47152,sábado,0,Terpel,1
47153,sábado,0,Promigas,1
47154,sábado,0,Grupo AVAL,1
47155,sábado,0,Falabella,1
47156,systems,0,Grupo Argos,1
47157,systematic,1,Davivienda,1
47158,systema,0,Grupo AVAL,1
47159,syrup,0,D1,1
47160,syngenta,0,Cencosud,1
47161,synergy,0,Nequi,1
47162,symbol,0,Enel,1
47163,sylvia,0,Credibanco,1
47164,sylvia,0,Claro,1
47165,sylvana,1,Falabella,1
47166,sydney,1,Caracol,1
47167,suzarte,0,Davivienda,1
47168,sutras,0,Terpel,1
47169,sutilezas,0,BBVA,1
47170,sustento,0,Ecopetrol,1
47171,sustenten,0,Bancolombia,1
47172,sustentaría,0,Bancolombia,1
47173,sustentan,0,Sodimac,1
47174,sustentan,0,Grupo Argos,1
47175,sustentado,0,ETB,1
47176,sustentables,0,Ecopetrol,1
47177,sustentable,0,Nequi,1
47178,sustentable,0,Falabella,1
47179,sustenta,0,Claro,1
47180,sustenta,0,Bancolombia,1
47181,sustantivos,0,BBVA,1
47182,sustancias,0,Nequi,1
47183,sustancias,0,Itau,1
47184,sustancias,0,Grupo Exito,1
47185,sustancias,0,Falabella,1
47186,sustancias,0,D1,1
47187,sustancias,0,Alkosto,1
47188,sustento,0,Davivienda,1
47189,sustento,0,Enel,1
47190,sutileza,0,Terpel,1
47191,sustento,0,Falabella,1
47192,sutiles,0,Vanti,1
47193,sutil,0,Falabella,1
47194,sustraer,0,Caracol,1
47195,sustraer,0,BBVA,1
47196,susto,0,Sodimac,1
47197,sustituir,0,Terpel,1
47198,sustituir,0,Falabella,1
47199,sustituir,0,Ecopetrol,1
47200,sustituir,0,Cencosud,1
47201,sustituir,0,Bancolombia,1
47202,sustituido,0,Cencosud,1
47203,sustituidas,0,BBVA,1
47204,sustitución,0,Itau,1
47205,sustitución,0,Ecopetrol,1
47206,sustentó,0,ETB,1
47207,sustento,0,Nequi,1
47208,sustento,0,Grupo AVAL,1
47209,talla,0,Davivienda,1
47210,talladas,0,Falabella,1
47211,suscripción,0,ETB,1
47212,taxi,0,D1,1
47213,taxistas,0,ETB,1
47214,taxista,0,Ecopetrol,1
47215,taxista,0,Davivienda,1
47216,taxis,0,ETB,1
47217,taxis,0,Davivienda,1
47218,taxi,0,Grupo Sura,1
47219,taxi,0,Grupo Argos,1
47220,taxi,0,Falabella,1
47221,taxi,0,Caracol,1
47222,tatiana,0,Sodimac,1
47223,taxativo,0,Sodimac,1
47224,tavera,0,Ecopetrol,1
47225,taurófilo,0,Itau,1
47226,tauramena,0,Enel,1
47227,tatán,0,Caracol,1
47228,tatucos,0,Terpel,1
47229,tatucos,0,Enel,1
47230,tatiana,1,Nequi,1
47231,taxonomía,0,BBVA,1
47232,taylor,0,Falabella,1
47233,taylor,0,Grupo Argos,1
47234,taylor,0,Sodimac,1
47235,teatro,0,Grupo Sura,1
47236,teatro,0,Grupo Argos,1
47237,teatro,0,Grupo AVAL,1
47238,teatro,0,Enel,1
47239,teatro,0,D1,1
47240,teatro,0,BBVA,1
47241,teatrino,0,Grupo Sura,1
47242,teaser,0,Sodimac,1
47243,teams,0,Grupo AVAL,1
47244,team,0,Cencosud,1
47245,tchouameni,0,Vanti,1
47246,tazmania,1,Grupo Argos,1
47247,tayyip,0,Grupo Argos,1
47248,tayrona,1,Promigas,1
47249,tayrona,0,Promigas,1
47250,taylors,0,Grupo Argos,1
47251,taylor,0,Vanti,1
47252,tatiana,1,D1,1
47253,tatiana,0,Promigas,1
47254,tallado,0,Falabella,1
47255,tarjeta,0,Terpel,1
47256,tarjetones,0,Itau,1
47257,tarjetas,0,Vanti,1
47258,tarjetas,0,Sodimac,1
47259,tarjetas,0,Promigas,1
47260,tarjetas,0,Enel,1
47261,tarjetahabientes,0,Falabella,1
47262,tarjetahabientes,0,D1,1
47263,tarjetahabientes,0,Credibanco,1
47264,tarjeta,0,Promigas,1
47265,tatiana,0,Nequi,1
47266,tarjeta,0,Itau,1
47267,tarjeta,0,Grupo Exito,1
47268,tarjeta,0,D1,1
47269,tarjeta,0,Claro,1
47270,tarjeta,0,Cencosud,1
47271,tarimathe,0,Grupo AVAL,1
47272,tarima,0,Vanti,1
47273,tarima,0,ETB,1
47274,tarjetón,0,Claro,1
47275,taroa,1,Sodimac,1
47276,tarpui,0,Grupo Sura,1
47277,tarra,1,Sodimac,1
47278,tatiana,0,Falabella,1
47279,tatiana,0,ETB,1
47280,tate,1,Grupo Argos,1
47281,tasmania,1,Grupo Argos,1
47282,tasmania,0,Claro,1
47283,tasasotros,0,Falabella,1
47284,tasas,0,Vanti,1
47285,tasas,0,Terpel,1
47286,tasas,0,Promigas,1
47287,tasas,0,Grupo Exito,1
47288,tasas,0,D1,1
47289,tasas,0,Cencosud,1
47290,tasado,0,Falabella,1
47291,tasa,0,Grupo Exito,1
47292,tasa,0,Claro,1
47293,tarro,0,Ecopetrol,1
47294,tarro,0,D1,1
47295,teatros,0,Grupo Exito,1
47296,teatros,0,Sodimac,1
47297,tebaida,0,Credibanco,1
47298,tecnológicas,0,BBVA,1
47299,tecnológicas,0,Grupo Argos,1
47300,tecnológicas,0,Falabella,1
47301,tecnológicas,0,Enel,1
47302,tecnológicas,0,Ecopetrol,1
47303,tecnológicas,0,Davivienda,1
47304,tecnológicas,0,Credibanco,1
47305,tecnológicas,0,Caracol,1
47306,tecnológicas,0,Bancolombia,1
47307,tecnológicas,0,Alkosto,1
47308,tebsa,0,Promigas,1
47309,tecnológicamente,0,Alkosto,1
47310,tecnológica,0,Terpel,1
47311,tecnológica,0,Promigas,1
47312,tecnológica,0,Nequi,1
47313,tecnológica,0,Grupo Argos,1
47314,tecnológica,0,Davivienda,1
47315,tecnológica,0,Bancolombia,1
47316,tecnológica,0,BBVA,1
47317,tecnológicas,0,Terpel,1
47318,tecnológico,0,BBVA,1
47319,tecnológico,0,Cencosud,1
47320,tecnológico,0,ETB,1
47321,tediosos,0,Credibanco,1
47322,tecpetrol,0,Enel,1
47323,tecnósferalos,0,Cencosud,1
47324,tecnósferaen,1,Cencosud,1
47325,tecnólogos,0,Falabella,1
47326,tecnomecánica,0,Terpel,1
47327,tecnomecánica,0,Alkosto,1
47328,tecnológicos,0,Vanti,1
47329,tecnológicos,0,Grupo Sura,1
47330,tecnológicos,0,Falabella,1
47331,tecnológicos,0,Enel,1
47332,tecnológicos,0,Credibanco,1
47333,tecnológicos,0,Cencosud,1
47334,tecnológicos,0,Bancolombia,1
47335,tecnológicos,0,BBVA,1
47336,tecnológico,0,Terpel,1
47337,tecnológico,0,Grupo Sura,1
47338,tecnológica,0,AES chivor,1
47339,tecnologías,0,Vanti,1
47340,tecnologías,0,Grupo Sura,1
47341,techumbre,0,Sodimac,1
47342,techos,0,Falabella,1
47343,techos,0,Alkosto,1
47344,techos,0,AES chivor,1
47345,techo,0,Nequi,1
47346,techo,0,Falabella,1
47347,techo,0,Enel,1
47348,techo,0,Ecopetrol,1
47349,techo,0,Davivienda,1
47350,techo,0,Claro,1
47351,techo,0,Cencosud,1
47352,technology,0,Terpel,1
47353,technology,0,Enel,1
47354,technology,0,ETB,1
47355,technologies,0,Enel,1
47356,technoart,1,Sodimac,1
47357,tech,1,Enel,1
47358,tech,0,Promigas,1
47359,techos,0,Sodimac,1
47360,teclados,0,Grupo Argos,1
47361,tecnologías,0,Grupo Exito,1
47362,tecnicidad,0,Ecopetrol,1
47363,tecnologías,0,Falabella,1
47364,tecnologías,0,Credibanco,1
47365,tecnologías,0,Claro,1
47366,tecnologías,0,Caracol,1
47367,tecnologías,0,AES chivor,1
47368,tecnología,0,Vanti,1
47369,tecnología,0,Grupo Exito,1
47370,tecnología,0,Grupo AVAL,1
47371,tecnología,0,Caracol,1
47372,tecnolatinas,0,Cencosud,1
47373,tecnoglass,1,D1,1
47374,tecnoglass,0,D1,1
47375,tecnoglass,0,Cencosud,1
47376,tecnipagos,1,Credibanco,1
47377,tecnipagos,0,Credibanco,1
47378,tecnicismos,0,Sodimac,1
47379,tecnicismos,0,ETB,1
47380,tarifas,0,Sodimac,1
47381,tarifas,0,Itau,1
47382,tarifas,0,Grupo Sura,1
47383,tanques,0,D1,1
47384,tantas,0,Itau,1
47385,tantas,0,Grupo Exito,1
47386,tantas,0,Grupo AVAL,1
47387,tanta,0,Itau,1
47388,tanta,0,Grupo Exito,1
47389,tanta,0,Enel,1
47390,tanta,0,Alkosto,1
47391,tanques,0,Promigas,1
47392,tanques,0,Alkosto,1
47393,taponamiento,0,Sodimac,1
47394,tanquearlo,0,Terpel,1
47395,tanque,0,Cencosud,1
47396,tank,0,Falabella,1
47397,tank,0,Claro,1
47398,tank,0,Cencosud,1
47399,tango,0,Itau,1
47400,tangibles,0,Credibanco,1
47401,tangible,0,BBVA,1
47402,tantos,0,ETB,1
47403,tantos,0,Grupo AVAL,1
47404,tantra,0,Terpel,1
47405,tapa,0,Davivienda,1
47406,tapias,0,Sodimac,1
47407,tapias,0,Itau,1
47408,tapias,0,Enel,1
47409,tapia,0,Itau,1
47410,tapia,0,ETB,1
47411,tapete,0,Sodimac,1
47412,tape,0,ETB,1
47413,tapatío,1,Itau,1
47414,tapas,0,Nequi,1
47415,taparse,0,Claro,1
47416,taparlo,0,Enel,1
47417,taparajin,0,Sodimac,1
47418,tapao,0,ETB,1
47419,tapada,0,Nequi,1
47420,tapada,0,Grupo Sura,1
47421,tapabocas,0,Vanti,1
47422,tapa,0,Terpel,1
47423,tangara,0,AES chivor,1
47424,tang,0,Falabella,1
47425,tanda,0,Falabella,1
47426,tamaño,0,Cencosud,1
47427,tamalameque,0,Sodimac,1
47428,tallo,0,Grupo Sura,1
47429,talleres,0,Promigas,1
47430,talleres,0,Grupo Sura,1
47431,talleres,0,Enel,1
47432,talleres,0,Ecopetrol,1
47433,talleres,0,ETB,1
47434,talleres,0,Claro,1
47435,talleres,0,Bancolombia,1
47436,taller,0,Grupo Exito,1
47437,taller,0,Grupo Argos,1
47438,taller,0,Davivienda,1
47439,taller,0,D1,1
47440,taller,0,Caracol,1
47441,tallar,0,Falabella,1
47442,tallados,0,Falabella,1
47443,tallados,0,D1,1
47444,tamaulipas,1,Sodimac,1
47445,tamaño,0,Enel,1
47446,tanda,0,Alkosto,1
47447,tamaño,0,Grupo Exito,1
47448,tampa,0,Itau,1
47449,tamo,0,Terpel,1
47450,tamkang,0,Grupo AVAL,1
47451,tamizaje,0,Caracol,1
47452,tame,1,Grupo AVAL,1
47453,tame,0,Falabella,1
47454,tambíén,0,Credibanco,1
47455,tambora,0,BBVA,1
47456,tambo,0,Enel,1
47457,tambo,0,Claro,1
47458,tambalear,0,ETB,1
47459,tambalea,0,ETB,1
47460,tamaños,0,Cencosud,1
47461,tamaños,0,BBVA,1
47462,tamaño,0,Terpel,1
47463,tamaño,0,Promigas,1
47464,tamaño,0,Nequi,1
47465,tapizadas,0,Claro,1
47466,tappan,0,Nequi,1
47467,tarifas,0,Grupo Argos,1
47468,tarea,0,Alkosto,1
47469,tarea,0,Itau,1
47470,tarea,0,Grupo Sura,1
47471,tarea,0,Grupo Argos,1
47472,tarea,0,Grupo AVAL,1
47473,tarea,0,Enel,1
47474,tarea,0,Davivienda,1
47475,tarea,0,D1,1
47476,tarea,0,Bancolombia,1
47477,tardó,0,Nequi,1
47478,tappsi,1,Alkosto,1
47479,tardó,0,Ecopetrol,1
47480,tardó,0,Bancolombia,1
47481,tardó,0,BBVA,1
47482,tardíamente,0,Grupo Argos,1
47483,tardía,0,ETB,1
47484,tardes,0,Grupo Sura,1
47485,tardaría,0,Ecopetrol,1
47486,tardaría,0,ETB,1
47487,tareas,0,Grupo Argos,1
47488,tareas,0,Itau,1
47489,tareck,0,Caracol,1
47490,tareck,0,Davivienda,1
47491,tarifas,0,Grupo AVAL,1
47492,tarifas,0,Ecopetrol,1
47493,tarifas,0,Bancolombia,1
47494,tarifario,0,Claro,1
47495,tarifaria,0,Vanti,1
47496,tarifa,0,Vanti,1
47497,tarifa,0,Terpel,1
47498,tarifa,0,Sodimac,1
47499,tarifa,0,Promigas,1
47500,tarifa,0,Nequi,1
47501,tarifa,0,Grupo AVAL,1
47502,tarifa,0,Enel,1
47503,tarifa,0,Claro,1
47504,target,0,Alkosto,1
47505,taretas,0,Credibanco,1
47506,tarek,0,Davivienda,1
47507,tareck,0,Grupo AVAL,1
47508,tardará,0,Nequi,1
47509,tardará,0,Itau,1
47510,tardará,0,Caracol,1
47511,tarda,0,Davivienda,1
47512,tarda,0,BBVA,1
47513,tarda,0,Alkosto,1
47514,tarcilia,0,Grupo Argos,1
47515,tarantino,1,Terpel,1
47516,tarantino,1,Sodimac,1
47517,tarache,0,Promigas,1
47518,tarabella,1,Falabella,1
47519,tara,0,Nequi,1
47520,taquilleras,0,Grupo Exito,1
47521,taquillazo,0,Promigas,1
47522,taquillazo,0,Bancolombia,1
47523,taquillas,0,Alkosto,1
47524,taquilla,0,Grupo Exito,1
47525,taquilla,0,BBVA,1
47526,tapón,0,Alkosto,1
47527,tapándose,0,Claro,1
47528,tapujos,0,Grupo Argos,1
47529,tarda,0,Cencosud,1
47530,tarda,0,Falabella,1
47531,tardará,0,BBVA,1
47532,tarda,0,Grupo Exito,1
47533,tardaron,0,Nequi,1
47534,tardaron,0,Falabella,1
47535,tardaron,0,Credibanco,1
47536,tardar,0,Terpel,1
47537,tardar,0,Sodimac,1
47538,tardar,0,Nequi,1
47539,tardar,0,ETB,1
47540,tardar,0,D1,1
47541,tardar,0,BBVA,1
47542,tardanza,0,Alkosto,1
47543,tardan,0,Sodimac,1
47544,tardan,0,Falabella,1
47545,tardan,0,D1,1
47546,tardado,0,Terpel,1
47547,tardado,0,Enel,1
47548,tardaba,0,Enel,1
47549,tarda,0,Vanti,1
47550,suscriptores,0,Cencosud,1
47551,suscripción,0,Caracol,1
47552,suerte,0,Vanti,1
47553,sumaron,0,D1,1
47554,sumarán,0,Nequi,1
47555,sumarán,0,Cencosud,1
47556,sumará,0,Ecopetrol,1
47557,sumará,0,Bancolombia,1
47558,sumará,0,BBVA,1
47559,sumarse,0,Davivienda,1
47560,sumaron,0,Terpel,1
47561,sumaron,0,ETB,1
47562,sumaron,0,Caracol,1
47563,sumando,0,Nequi,1
47564,sumaron,0,Bancolombia,1
47565,sumaron,0,Alkosto,1
47566,sumaran,0,Enel,1
47567,sumar,0,Enel,1
47568,sumar,0,ETB,1
